User-ID,ISBN,Book-Rating,Location,Age
185,0380778556,10,"baton rouge, louisiana, usa",17.0
185,0451525221,0,"baton rouge, louisiana, usa",17.0
190,0002740230,7,"wezembeek-oppem, brussels, belgium",33.0
193,0971880107,0,"mumbai, maharashtra, india",23.0
199,0373196407,0,"austin, texas, usa",38.0
199,0373196520,0,"austin, texas, usa",38.0
199,0385336772,0,"austin, texas, usa",38.0
199,0440949424,0,"austin, texas, usa",38.0
199,0505524996,0,"austin, texas, usa",38.0
202,0140252800,6,"ottawa, ontario, canada",28.0
204,0451452755,0,"turner, oregon, usa",15.0
204,0812575482,0,"turner, oregon, usa",15.0
212,0060801263,8,"manila, n/a, philippines",21.0
215,0061030147,6,"port alberni, british columbia, canada",20.0
221,1880539365$9.,10,"palm beach, florida, usa",79.0
228,0385337639,7,"ann arbor, michigan, usa",41.0
228,039575514X,9,"ann arbor, michigan, usa",41.0
232,0007123817,7,"mumbai, maharashtra, india",16.0
232,0330332775,0,"mumbai, maharashtra, india",16.0
232,0486284735,8,"mumbai, maharashtra, india",16.0
232,0671021745,4,"mumbai, maharashtra, india",16.0
232,0671047612,6,"mumbai, maharashtra, india",16.0
232,0671504282,6,"mumbai, maharashtra, india",16.0
237,0785263292,0,"plymouth, minnesota, usa",27.0
237,0830714014,0,"plymouth, minnesota, usa",27.0
242,0553278223,10,"neuffen, baden-wuerttemberg, germany",37.0
242,0971880107,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3150000335,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257202083,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257203136,8,"neuffen, baden-wuerttemberg, germany",37.0
242,3257203659,9,"neuffen, baden-wuerttemberg, germany",37.0
242,3257207522,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257208626,8,"neuffen, baden-wuerttemberg, germany",37.0
242,3257208634,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257208640,9,"neuffen, baden-wuerttemberg, germany",37.0
242,3257208650,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257208669,9,"neuffen, baden-wuerttemberg, germany",37.0
242,3257210450,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257212054,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257212429,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3257214154,9,"neuffen, baden-wuerttemberg, germany",37.0
242,3257216416,7,"neuffen, baden-wuerttemberg, germany",37.0
242,3257233051,9,"neuffen, baden-wuerttemberg, germany",37.0
242,342311360X,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3423114185,9,"neuffen, baden-wuerttemberg, germany",37.0
242,3423116714,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3423241489,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3426605686,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3451040395,6,"neuffen, baden-wuerttemberg, germany",37.0
242,3453124731,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3453212150,7,"neuffen, baden-wuerttemberg, germany",37.0
242,3462021095,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3492045642,8,"neuffen, baden-wuerttemberg, germany",37.0
242,3498020862,8,"neuffen, baden-wuerttemberg, germany",37.0
242,3499110695,7,"neuffen, baden-wuerttemberg, germany",37.0
242,3499151502,9,"neuffen, baden-wuerttemberg, germany",37.0
242,349917281X,5,"neuffen, baden-wuerttemberg, germany",37.0
242,3518111000,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3518370324,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3548254268,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3570300099,6,"neuffen, baden-wuerttemberg, germany",37.0
242,3596221269,10,"neuffen, baden-wuerttemberg, germany",37.0
242,3596292646,7,"neuffen, baden-wuerttemberg, germany",37.0
242,382897239X,0,"neuffen, baden-wuerttemberg, germany",37.0
242,3928812343,7,"neuffen, baden-wuerttemberg, germany",37.0
242,393463849X,5,"neuffen, baden-wuerttemberg, germany",37.0
247,0435272683,7,"zografou, athens, greece",23.0
247,9607213858,0,"zografou, athens, greece",23.0
249,0349109117,8,"amsterdam, noord-holland, netherlands",29.0
250,006102063X,0,"minneapolis, minnesota, usa",25.0
254,006000438X,0,"minneapolis, minnesota, usa",24.0
254,0060013117,0,"minneapolis, minnesota, usa",24.0
254,0060199563,0,"minneapolis, minnesota, usa",24.0
254,0060391448,0,"minneapolis, minnesota, usa",24.0
254,0060502320,7,"minneapolis, minnesota, usa",24.0
254,006052779X,0,"minneapolis, minnesota, usa",24.0
254,0060563079,0,"minneapolis, minnesota, usa",24.0
254,0060809027,0,"minneapolis, minnesota, usa",24.0
254,0060930535,0,"minneapolis, minnesota, usa",24.0
254,0060934700,9,"minneapolis, minnesota, usa",24.0
254,0060934719,0,"minneapolis, minnesota, usa",24.0
254,0060976977,7,"minneapolis, minnesota, usa",24.0
254,0061020699,0,"minneapolis, minnesota, usa",24.0
254,0061020702,0,"minneapolis, minnesota, usa",24.0
254,0061020710,0,"minneapolis, minnesota, usa",24.0
254,0061040967,0,"minneapolis, minnesota, usa",24.0
254,0061050474,0,"minneapolis, minnesota, usa",24.0
254,0061052515,0,"minneapolis, minnesota, usa",24.0
254,0061052523,0,"minneapolis, minnesota, usa",24.0
254,0061092819,0,"minneapolis, minnesota, usa",24.0
254,0061094595,0,"minneapolis, minnesota, usa",24.0
254,0062502174,0,"minneapolis, minnesota, usa",24.0
254,0064401774,0,"minneapolis, minnesota, usa",24.0
254,0064471047,7,"minneapolis, minnesota, usa",24.0
254,0064472264,0,"minneapolis, minnesota, usa",24.0
254,0066238501,5,"minneapolis, minnesota, usa",24.0
254,014028009X,0,"minneapolis, minnesota, usa",24.0
254,0140298479,0,"minneapolis, minnesota, usa",24.0
254,0140328734,0,"minneapolis, minnesota, usa",24.0
254,0140367470,0,"minneapolis, minnesota, usa",24.0
254,0140620664,0,"minneapolis, minnesota, usa",24.0
254,014100018X,0,"minneapolis, minnesota, usa",24.0
254,0141301066,0,"minneapolis, minnesota, usa",24.0
254,0141301104,0,"minneapolis, minnesota, usa",24.0
254,0141310685,0,"minneapolis, minnesota, usa",24.0
254,014143967X,0,"minneapolis, minnesota, usa",24.0
254,0142001740,9,"minneapolis, minnesota, usa",24.0
254,014230218X,0,"minneapolis, minnesota, usa",24.0
254,0304345350,0,"minneapolis, minnesota, usa",24.0
254,0312148267,0,"minneapolis, minnesota, usa",24.0
254,0312151144,0,"minneapolis, minnesota, usa",24.0
254,0312156960,0,"minneapolis, minnesota, usa",24.0
254,0312305060,0,"minneapolis, minnesota, usa",24.0
254,0312863934,9,"minneapolis, minnesota, usa",24.0
254,0312865104,0,"minneapolis, minnesota, usa",24.0
254,0312868332,0,"minneapolis, minnesota, usa",24.0
254,0312869592,0,"minneapolis, minnesota, usa",24.0
254,0312873972,0,"minneapolis, minnesota, usa",24.0
254,0312874014,0,"minneapolis, minnesota, usa",24.0
254,0312875681,0,"minneapolis, minnesota, usa",24.0
254,0312890044,0,"minneapolis, minnesota, usa",24.0
254,0312974221,0,"minneapolis, minnesota, usa",24.0
254,0316569321,0,"minneapolis, minnesota, usa",24.0
254,0316769487,0,"minneapolis, minnesota, usa",24.0
254,0316776963,0,"minneapolis, minnesota, usa",24.0
254,0340718153,0,"minneapolis, minnesota, usa",24.0
254,0345294688,0,"minneapolis, minnesota, usa",24.0
254,0345342445,0,"minneapolis, minnesota, usa",24.0
254,0345350499,0,"minneapolis, minnesota, usa",24.0
254,0345350596,0,"minneapolis, minnesota, usa",24.0
254,0345357019,0,"minneapolis, minnesota, usa",24.0
254,0345384466,0,"minneapolis, minnesota, usa",24.0
254,0345387651,0,"minneapolis, minnesota, usa",24.0
254,034543014X,0,"minneapolis, minnesota, usa",24.0
254,034543191X,0,"minneapolis, minnesota, usa",24.0
254,0345434803,0,"minneapolis, minnesota, usa",24.0
254,0373030959,0,"minneapolis, minnesota, usa",24.0
254,0373031106,0,"minneapolis, minnesota, usa",24.0
254,0373033605,5,"minneapolis, minnesota, usa",24.0
254,0373033923,0,"minneapolis, minnesota, usa",24.0
254,0373063040,0,"minneapolis, minnesota, usa",24.0
254,0373063091,0,"minneapolis, minnesota, usa",24.0
254,0373063105,0,"minneapolis, minnesota, usa",24.0
254,0373063237,0,"minneapolis, minnesota, usa",24.0
254,0373063296,0,"minneapolis, minnesota, usa",24.0
254,0373072430,0,"minneapolis, minnesota, usa",24.0
254,0373075502,0,"minneapolis, minnesota, usa",24.0
254,037307848X,0,"minneapolis, minnesota, usa",24.0
254,0373162669,5,"minneapolis, minnesota, usa",24.0
254,0373166613,0,"minneapolis, minnesota, usa",24.0
254,0373218400,0,"minneapolis, minnesota, usa",24.0
254,0373224540,0,"minneapolis, minnesota, usa",24.0
254,0373226063,6,"minneapolis, minnesota, usa",24.0
254,0373226071,0,"minneapolis, minnesota, usa",24.0
254,0373226144,5,"minneapolis, minnesota, usa",24.0
254,0373226276,0,"minneapolis, minnesota, usa",24.0
254,0373241739,0,"minneapolis, minnesota, usa",24.0
254,0373242034,0,"minneapolis, minnesota, usa",24.0
254,0373242077,0,"minneapolis, minnesota, usa",24.0
254,0373242441,0,"minneapolis, minnesota, usa",24.0
254,0373243944,5,"minneapolis, minnesota, usa",24.0
254,0373243952,0,"minneapolis, minnesota, usa",24.0
254,0373243979,4,"minneapolis, minnesota, usa",24.0
254,037326240X,0,"minneapolis, minnesota, usa",24.0
254,0373600739,0,"minneapolis, minnesota, usa",24.0
254,0373650132,0,"minneapolis, minnesota, usa",24.0
254,0373707010,0,"minneapolis, minnesota, usa",24.0
254,0373707266,0,"minneapolis, minnesota, usa",24.0
254,0373707290,0,"minneapolis, minnesota, usa",24.0
254,0373707711,0,"minneapolis, minnesota, usa",24.0
254,0373708130,0,"minneapolis, minnesota, usa",24.0
254,0373708149,0,"minneapolis, minnesota, usa",24.0
254,037370951X,0,"minneapolis, minnesota, usa",24.0
254,0373709625,0,"minneapolis, minnesota, usa",24.0
254,0373709889,5,"minneapolis, minnesota, usa",24.0
254,0373762065,0,"minneapolis, minnesota, usa",24.0
254,0373810431,7,"minneapolis, minnesota, usa",24.0
254,0373810482,0,"minneapolis, minnesota, usa",24.0
254,0373810601,6,"minneapolis, minnesota, usa",24.0
254,0373822405,0,"minneapolis, minnesota, usa",24.0
254,0373822456,0,"minneapolis, minnesota, usa",24.0
254,0373825617,0,"minneapolis, minnesota, usa",24.0
254,0373825692,0,"minneapolis, minnesota, usa",24.0
254,0373834446,8,"minneapolis, minnesota, usa",24.0
254,0373834454,0,"minneapolis, minnesota, usa",24.0
254,0373834462,0,"minneapolis, minnesota, usa",24.0
254,0373834489,9,"minneapolis, minnesota, usa",24.0
254,0373834543,0,"minneapolis, minnesota, usa",24.0
254,0373835493,0,"minneapolis, minnesota, usa",24.0
254,0373835558,0,"minneapolis, minnesota, usa",24.0
254,0373835582,0,"minneapolis, minnesota, usa",24.0
254,0373835590,0,"minneapolis, minnesota, usa",24.0
254,0373836023,7,"minneapolis, minnesota, usa",24.0
254,0375503269,0,"minneapolis, minnesota, usa",24.0
254,0375503838,0,"minneapolis, minnesota, usa",24.0
254,0375713549,0,"minneapolis, minnesota, usa",24.0
254,0375724370,0,"minneapolis, minnesota, usa",24.0
254,0375727345,0,"minneapolis, minnesota, usa",24.0
254,0375751513,0,"minneapolis, minnesota, usa",24.0
254,0375756469,9,"minneapolis, minnesota, usa",24.0
254,0375801677,0,"minneapolis, minnesota, usa",24.0
254,0375814248,0,"minneapolis, minnesota, usa",24.0
254,0375823352,0,"minneapolis, minnesota, usa",24.0
254,037582345X,9,"minneapolis, minnesota, usa",24.0
254,0375823468,9,"minneapolis, minnesota, usa",24.0
254,038070174X,0,"minneapolis, minnesota, usa",24.0
254,0380730448,8,"minneapolis, minnesota, usa",24.0
254,0380789019,0,"minneapolis, minnesota, usa",24.0
254,0380789035,10,"minneapolis, minnesota, usa",24.0
254,0380810492,7,"minneapolis, minnesota, usa",24.0
254,0380817845,8,"minneapolis, minnesota, usa",24.0
254,0380973634,10,"minneapolis, minnesota, usa",24.0
254,0380973650,9,"minneapolis, minnesota, usa",24.0
254,0380973839,9,"minneapolis, minnesota, usa",24.0
254,0380977281,8,"minneapolis, minnesota, usa",24.0
254,0380977788,0,"minneapolis, minnesota, usa",24.0
254,038097827X,8,"minneapolis, minnesota, usa",24.0
254,0385134681,0,"minneapolis, minnesota, usa",24.0
254,0385327773,0,"minneapolis, minnesota, usa",24.0
254,038533348X,0,"minneapolis, minnesota, usa",24.0
254,038542017X,0,"minneapolis, minnesota, usa",24.0
254,0385603401,0,"minneapolis, minnesota, usa",24.0
254,0385605331,0,"minneapolis, minnesota, usa",24.0
254,0394586239,0,"minneapolis, minnesota, usa",24.0
254,0399146431,9,"minneapolis, minnesota, usa",24.0
254,0399501487,0,"minneapolis, minnesota, usa",24.0
254,0413537900,0,"minneapolis, minnesota, usa",24.0
254,0425092917,0,"minneapolis, minnesota, usa",24.0
254,0425145638,0,"minneapolis, minnesota, usa",24.0
254,0425177009,0,"minneapolis, minnesota, usa",24.0
254,0439064864,9,"minneapolis, minnesota, usa",24.0
254,0439064872,9,"minneapolis, minnesota, usa",24.0
254,0439136350,9,"minneapolis, minnesota, usa",24.0
254,0439136369,9,"minneapolis, minnesota, usa",24.0
254,0439139597,9,"minneapolis, minnesota, usa",24.0
254,043935806X,0,"minneapolis, minnesota, usa",24.0
254,0439510112,0,"minneapolis, minnesota, usa",24.0
254,044018293X,0,"minneapolis, minnesota, usa",24.0
254,0440211263,0,"minneapolis, minnesota, usa",24.0
254,0440241413,0,"minneapolis, minnesota, usa",24.0
254,0440403278,0,"minneapolis, minnesota, usa",24.0
254,0440419468,0,"minneapolis, minnesota, usa",24.0
254,0440841216,0,"minneapolis, minnesota, usa",24.0
254,0440967694,0,"minneapolis, minnesota, usa",24.0
254,0441003257,0,"minneapolis, minnesota, usa",24.0
254,0441008615,0,"minneapolis, minnesota, usa",24.0
254,0441172695,0,"minneapolis, minnesota, usa",24.0
254,0441569595,0,"minneapolis, minnesota, usa",24.0
254,0446329142,0,"minneapolis, minnesota, usa",24.0
254,0446341932,5,"minneapolis, minnesota, usa",24.0
254,0446350109,0,"minneapolis, minnesota, usa",24.0
254,0446354678,0,"minneapolis, minnesota, usa",24.0
254,0446356832,0,"minneapolis, minnesota, usa",24.0
254,0446363499,0,"minneapolis, minnesota, usa",24.0
254,0446364762,0,"minneapolis, minnesota, usa",24.0
254,0446527785,0,"minneapolis, minnesota, usa",24.0
254,0446529540,0,"minneapolis, minnesota, usa",24.0
254,0446605239,0,"minneapolis, minnesota, usa",24.0
254,0448060043,0,"minneapolis, minnesota, usa",24.0
254,0449005550,0,"minneapolis, minnesota, usa",24.0
254,0449226182,0,"minneapolis, minnesota, usa",24.0
254,0449242765,0,"minneapolis, minnesota, usa",24.0
254,0451088816,0,"minneapolis, minnesota, usa",24.0
254,0451137965,0,"minneapolis, minnesota, usa",24.0
254,0451150244,0,"minneapolis, minnesota, usa",24.0
254,0451167317,8,"minneapolis, minnesota, usa",24.0
254,0451167716,0,"minneapolis, minnesota, usa",24.0
254,0451201914,0,"minneapolis, minnesota, usa",24.0
254,0451406176,6,"minneapolis, minnesota, usa",24.0
254,0451408845,0,"minneapolis, minnesota, usa",24.0
254,0451409256,7,"minneapolis, minnesota, usa",24.0
254,0451522389,0,"minneapolis, minnesota, usa",24.0
254,0451523415,0,"minneapolis, minnesota, usa",24.0
254,0451524934,9,"minneapolis, minnesota, usa",24.0
254,0451526279,0,"minneapolis, minnesota, usa",24.0
254,0451526341,8,"minneapolis, minnesota, usa",24.0
254,0451628276,0,"minneapolis, minnesota, usa",24.0
254,0452277337,0,"minneapolis, minnesota, usa",24.0
254,0452282152,0,"minneapolis, minnesota, usa",24.0
254,0486415864,0,"minneapolis, minnesota, usa",24.0
254,0515090379,0,"minneapolis, minnesota, usa",24.0
254,0515095524,0,"minneapolis, minnesota, usa",24.0
254,051510521X,0,"minneapolis, minnesota, usa",24.0
254,051512317X,0,"minneapolis, minnesota, usa",24.0
254,0515130923,0,"minneapolis, minnesota, usa",24.0
254,051513287X,0,"minneapolis, minnesota, usa",24.0
