User-ID,ISBN,Book-Rating,Book-Title
190,2740230,7,Keep It Simple: And Get More Out of Life
202,140252800,6,The Brimstone Wedding
212,60801263,8,Tree Grows In Brooklyn
215,61030147,6,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think"
217,140250964,8,Snow Angels
224,446527165,8,Wish You Well
226,671461494,8,The Hitchhiker's Guide to the Galaxy
228,385337639,7,Crow Lake (Today Show Book Club #7)
228,39575514,9,My Antonia
230,451206673,6,Pen Pals
232,486284735,8,Pride and Prejudice (Dover Thrift Editions)
232,671021745,4,EYE ON CRIME: HARDY BOYS #153
232,671047612,6,Skin And Bones
232,671504282,6,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)"
242,3257216416,7,Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.
242,3257210450,10,LÃ?Â¶wenzahnwein. Roman.
242,3257214154,9,Familientreffen. ErzÃ?Â¤hlungen.
242,3257212054,10,Das Kind von morgen. ErzÃ?Â¤hlungen.
242,3596292646,7,Das Buch der lÃ?Â¤cherlichen Liebe.
242,3257212429,10,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.
242,3570300099,6,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.)."
242,342311360,10,Die Liebe in Den Zelten
242,3453212150,7,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.
242,3257208669,9,Das BÃ?Â¶se kommt auf leisen Sohlen.
242,3492045642,8,QuerschÃ?Â¼sse - Downsize This!
242,3498020862,8,Die Korrekturen.
242,3499110695,7,Neun ErzÃ?Â¤hlungen.
242,3257233051,9,Veronika Deschliesst Zu Sterben / Vernika Decides to Die
242,3257208634,10,Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.
242,3257208626,8,Fahrenheit 451
242,3548254268,10,Eine ganz normale AffÃ?Â¤re.
242,3499151502,9,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt."
242,3257207522,10,Der KÃ?Â¶nig in Gelb.
242,553278223,10,The Martian Chronicles
242,3257203659,9,Der illustrierte Mann. ErzÃ?Â¤hlungen.
242,3150000335,10,Kabale Und Liebe
243,786863986,5,A Monk Swimming
243,385316895,6,Legacy of Silence
243,385720106,7,A Map of the World
243,375400117,10,Memoirs of a Geisha
243,316776963,9,Me Talk Pretty One Day
243,553580388,8,The Patient
243,803251718,5,Crazy Horse
243,449006522,6,Manhattan Hunt Club
243,425163407,9,Unnatural Exposure
243,60977493,7,The God of Small Things
243,60915544,10,The Bean Trees
243,316899984,7,"River, Cross My Heart"
243,316601950,9,The Pilot's Wife : A Novel
243,446606383,6,The Midnight Club
243,44023722,7,A Painted House
243,446364800,9,The General's Daughter
243,140272100,6,Vanished
243,44023722,7,A Painted House
243,155874262,5,Chicken Soup for the Soul (Chicken Soup for the Soul)
244,60987103,8,Wicked: The Life and Times of the Wicked Witch of the West
244,60977493,7,The God of Small Things
244,525947647,9,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
244,151008116,9,Life of Pi
244,804111359,8,Secret History
244,155874262,6,Chicken Soup for the Soul (Chicken Soup for the Soul)
244,1558744150,6,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
244,375704965,8,A Judgement in Stone
247,435272683,7,Great Expectations (Heinemann Guided Readers)
254,553280325,8,Something Wicked This Way Comes
254,380730448,8,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole"
254,451167317,8,The Dark Half
254,1556520743,9,Assata: An Autobiography (Lawrence Hill &amp; Co.)
254,156389226,9,"Dream Country (Sandman, Book 3)"
254,451409256,7,Making Minty Malone
254,380810492,7,He Could Be the One (Avon Light Contemporary Romances)
254,1563895730,9,Sandman: The Dream Hunters
254,1567310877,8,Shout!: The Beatles in Their Generation
254,380817845,8,Man at Work (Avon Light Contemporary Romances)
254,156971620,9,Harlequin Valentine
254,399146431,9,The Bonesetter's Daughter
254,446341932,5,Stranger In the Mirror
254,1931081727,9,The Devil You Know
254,380973634,10,Neverwhere
254,380973650,9,American Gods: A Novel
254,618002219,9,The Hobbit: or There and Back Again
254,451406176,6,The Duke
254,373162669,5,"Always A Bridesmaid (Harlequin American Romance, No 266)"
254,142001740,9,The Secret Life of Bees
254,60502320,7,"I've Got You, Babe"
254,60934700,9,Smoke and Mirrors: Short Fictions and Illusions
254,66238501,5,Complete Chronicles of Narnia
254,380973839,9,Martian Chronicles
254,380977281,8,Stardust
254,671021001,7,She's Come Undone (Oprah's Book Club)
254,681415207,7,The Immortal John Lennon: 1940-1980 (The Immortal Series)
254,679879242,8,"The Golden Compass (His Dark Materials, Book 1)"
254,312863934,9,Yarrow
254,553263633,8,Martian Chronicles
254,373243944,5,"Do You Take This Rebel? (The Calamity Janes) (Silhouette Special Edition, No 1394)"
254,439136350,9,Harry Potter and the Prisoner of Azkaban (Book 3)
254,373243979,4,"Race To The Altar (Silhouette Special Edition, No 1397)"
254,373709889,5,"Now That You'Re Here (Harlequin Superromance, No 988)"
254,451524934,9,1984
254,373810431,7,Expiration Date (Men at Work)
254,373810601,6,Hotshot
254,60976977,7,"Amazing Grace : Lives of Children and the Conscience of a Nation, The"
254,373834446,8,The Nonesuch
254,373033605,5,"Brief Encounter (Sealed With A Kiss) (Harlequin Romance, No 3360)"
254,618002227,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
254,373834489,9,Corinthian
254,590353403,9,Harry Potter and the Sorcerer's Stone (Book 1)
254,451526341,8,Animal Farm
254,373226063,6,Bayou Blood Brothers: Tyler/Nick/Jules (Harlequin Intrigue 606)
254,439139597,9,Harry Potter and the Goblet of Fire (Book 4)
254,64471047,7,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)"
254,38097827,8,The Wolves in the Walls
254,375823468,9,"The Subtle Knife (His Dark Materials, Book 2)"
254,439064872,9,Harry Potter and the Chamber of Secrets (Book 2)
254,380789035,10,American Gods
254,439064864,9,Harry Potter and the Chamber of Secrets (Book 2)
254,373226144,5,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)"
254,439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3)
254,373836023,7,Powder and Patch
254,375756469,9,Women
254,37582345,9,"The Golden Compass (His Dark Materials, Book 1)"
256,440235502,9,October Sky: A Memoir
256,44023722,8,A Painted House
256,44023722,8,A Painted House
257,1853260673,8,Far from the Madding Crowd (Wordsworth Classics)
257,1573225487,8,The Romance Reader
272,60977477,7,The Perfect Storm : A True Story of Men Against the Sea
272,520011171,7,Sappho: A New Translation
272,670856045,7,The Tortilla Curtain
272,872200760,8,Symposium
273,671649949,6,OBJECT AFFECTION
278,590431110,6,The Journey Home
280,316769487,7,The Catcher in the Rye
289,64470113,7,Taking the Ferry Home
289,553571486,6,Angel of Hope (Mercy Trilogy)
291,972044205,9,The Breach
300,55329198,5,Wolf Moon
300,312963009,5,Neanderthal: A Novel
300,671018930,5,The War in Heaven (Eternal Warriors)
300,812541642,5,Waiting
300,345430476,5,A Small Dark Place
300,38081840,5,Year's Best Fantasy (Year's Best Fantasy)
300,449912302,9,Dave Barry in Cyberspace
300,380728729,5,Babyhood
302,312988699,4,Nowhere To Run
310,8483007010,7,El gust amarg de la cervesa (CollecciÃ³ ClÃ ssica)
313,385313748,8,All Our Yesterdays (Large Print)
323,1575843366,5,What Shall I Be (Barbie Carryalong)
326,684193957,10,ALL THAT REMAINS
332,380730138,6,Vinegar Hill (Oprah's Book Club (Paperback))
334,1573228737,8,Affinity
337,9681500555,9,Diario de Ana Frank
339,452283914,8,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters"
345,67153484,6,The Music Box
356,380728273,7,Liberty Falling (Anna Pigeon Mysteries (Paperback))
361,8484509141,4,Mientras Escribo
361,8433914545,8,El Palacio de La Luna
362,446606197,7,Killer Market (Deborah Knott Mysteries (Paperback))
367,449005615,9,Seabiscuit: An American Legend
372,3596214629,8,"Herr Der Fliegen (Fiction, Poetry and Drama)"
376,671847546,5,REAL GUIDE: CALIFORNIA AND THE WEST COAST (The Real guides)
376,62770500,7,Seattle Access
383,385416342,10,The Firm
383,380815923,10,Blackberry Wine : A Novel
383,517577402,10,Mostly Harmless
383,425098109,5,Thieves of Light (Photon : the Ultimate Game on Planet Earth)
383,1880185008,5,"Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home"
383,891091963,5,Inside out
383,743411269,5,An Accidental Woman
387,373196989,6,"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)"
387,198320264,2,Julius Caesar (Oxford School Shakespeare)
387,451527747,10,Alice's Adventures in Wonderland and Through the Looking Glass
387,812504208,9,The Adventures of Tom Sawyer
387,1590071212,9,Jane Eyre
388,1878424319,7,The Four Agreements: A Practical Guide to Personal Freedom
388,60976845,3,Little Altars Everywhere: A Novel
388,802114369,8,Ohitika Woman
388,6101351,6,The Perfect Storm : A True Story of Men Against the Sea
388,679725393,9,The House of Mirth (Library of America)
388,140104682,6,"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960"
388,39456894,8,Impossible Vacation
388,449002632,7,London : The Novel
388,553569058,10,The Robber Bride
388,449213773,10,Life Before Man
388,1579651658,8,The Journey From Here
388,1573225126,5,Prozac Nation: Young and Depressed in America : A Memoir
388,452279690,10,Cavedweller
388,940322978,4,Mawrdew Czgowchwz (New York Review Books Classics)
388,819154946,8,The Community in America
388,60973897,8,Lakota Woman
388,6101351,6,The Perfect Storm : A True Story of Men Against the Sea
388,897322339,7,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)"
392,8483002523,5,La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica)
392,8486433193,5,Amorrada al pilÃ³ (Columna)
392,8478098267,9,El dia que es va cremar el Liceu (La primera Columna)
392,8478092943,7,Els plaers ficticis
392,8477270120,5,Tap d'escopeta (MÃ­nima de butxaca)
392,8476021844,5,El preu de la quimera (Narratives)
392,8475960936,9,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries)
392,8474103347,7,Espurnes de sang (La Negra)
392,8429725792,7,Les illes grogues: Tres novelÂ¨les romÃ ntiques (El BalancÃ­)
392,8475960650,5,Els conys saborosos (Tros de paper)
392,8478884963,9,Una casa en Irlanda
392,8427007450,10,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman
393,600586898,6,Blur (Melody Maker)
393,1857938011,6,A-Z of Behaving Badly
408,801491827,6,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869"
408,312283784,8,Alice's Tulips
408,590947257,8,Forever Amber Brown (Amber Brown (Paperback))
408,553582682,9,"Guinness World Records 2000 (Guinness Book of Records, 2000)"
408,1561561428,7,Frankenstein (Illustrated Classics Series)
413,553210092,8,The Scarlet Letter
413,553258524,7,Dragonsong (Harper Hall Trilogy)
424,375414746,6,The Clearing
424,316314927,5,Sarah Conley
424,425156842,7,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition)
424,671021001,6,She's Come Undone (Oprah's Book Club)
424,805063897,8,Nickel and Dimed: On (Not) Getting By in America
424,452277337,7,Le Divorce (William Abrahams Book)
430,679777431,8,"The Game of Kings (Lymond Chronicles, 1)"
431,553285343,4,"RUSSIA HOUSE, THE"
432,486285529,7,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books)
433,842329129,5,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
433,385495145,7,The Messenger
440,743424425,10,The Shining
440,393321576,8,Karl Marx: A Life
440,786868015,7,The Diary of Ellen Rimbauer: My Life at Rose Red
441,684854953,5,Santa Pete : A Novel Of Christmas Present And Past
441,743229878,8,Mount Vernon Love Story : A Novel of George and Martha Washington
441,446610178,7,The Sky Is Falling
444,385337132,7,The 37th Hour
444,440235057,7,Be Cool
444,618119760,7,The Saints of Big Harbour: A Novel
444,871138646,8,Old Flames
446,39914739,3,Isle of Dogs
446,81296666,5,Things My Girlfriend and I Have Argued About: A Novel
446,60932759,8,Daughter of Fortune
446,1877727083,8,Vertical Poetry: Recent Poems
446,61000280,10,The Fly on the Wall
446,60925000,8,"A Suitable Boy : Novel, A"
446,26329859,10,From the Earth: Chinese Vegetarian Cooking
446,393048977,5,Last Blue: Poems
446,451523318,10,Turn of the Screw and Short N
446,486281965,10,The Country of the Pointed Firs (Dover Thrift Editions)
446,684824442,9,REEF
447,486206173,4,Rubinstein's Chess Masterpieces
453,312278586,6,The Nanny Diaries: A Novel
460,887641486,8,I Giorni Dell'abbandono
460,8845229041,3,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra
460,887641486,8,I Giorni Dell'abbandono
463,140370900,8,The Gizmo
472,345374657,9,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family
472,312965745,5,Secrets of St. John's Wort: A Lynn Sonberg Book
472,30096189,10,Organic Chemistry (Saunders Golden Sunburst Series)
472,80521061,9,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood
472,395710901,9,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes"
475,679310002,10,Going down swinging
476,515118656,8,The Cove
476,312288115,5,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover))
476,1561672033,8,Antipodes 10
479,425178242,7,Kick Ass: Selected Columns of Carl Hiaasen
486,743418190,7,In Her Shoes : A Novel
486,451202341,8,Back Roads
486,60976845,8,Little Altars Everywhere: A Novel
487,345441133,7,Summer Island
487,385490992,7,The Street Lawyer
487,671888587,6,I'll Be Seeing You
487,385335407,8,The Kiss
487,486272664,9,The Rime of the Ancient Mariner and Other Poems
487,945586051,7,The Doctor the Patient: The Personal Journey of a Physician With Cancer
489,590419625,7,The Teacher from the Black Lagoon
493,385472951,8,The Partner
494,451195663,5,Primal Scream
496,425182878,8,Chosen Prey
496,55356451,8,Night Sins
499,743412621,10,The Second Time Around : A Novel
500,849943450,10,The Canopy
500,84994371,8,Blink
503,809244942,10,Genograms
503,1558743669,10,"A Child Called \It\"": One Child's Courage to Survive"""
503,345348656,8,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)"
503,892819774,10,"Chaos, Creativity, and Cosmic Consciousness"
503,385483724,8,"Desire of the Everlasting Hills: The World Before and After Jesus (Hinges of History (Paper), Vol 3)"
503,385496095,10,Traveling Mercies: Some Thoughts on Faith
503,373076746,7,"Morning Side Of Dawn (Silhouette Intimate Moments, No 674)"
503,395798671,10,Personality Types : Using the Enneagram for Self-Discovery
503,805009086,10,"The Age of Manipulation: The Con in Confidence, the Sin in Sincere"
503,68484267,10,Angela's Ashes: A Memoir
503,515131679,8,The Gingerbread Man
503,440508827,10,The How to Think Like Leonardo da Vinci Workbook : Your Personal Companion to How to Think Like Leonardo da Vinci
503,440241006,10,Persuader
503,439099404,10,Adventures of Tom Sawyer
503,68484267,10,Angela's Ashes: A Memoir
503,140179836,10,The Liar's Club: A Memoir
505,805056491,9,Organizing from the Inside Out
505,1562827049,8,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate"
505,816152446,7,The Women in His Life (G K Hall Large Print Book Series)
505,679401377,8,The Hellfire Club
505,671868713,8,And Never Let Her Go : Thomas Capano: The Deadly Seducer
505,6017143,9,The Night Listener
505,553202294,8,Sun Signs
505,345313860,7,"The Vampire Lestat (Vampire Chronicles, Book II)"
505,6017143,9,The Night Listener
505,385306032,8,Vanished
505,42517736,7,Abduction
505,38549825,8,Not a Day Goes By : A Novel
507,425168948,7,Dove in the Window (Benni Harper Mystery)
507,553564528,7,Guilty as Sin
507,936034025,8,"We're in the Mountains, Not over the Hill: Tales and Tips from Seasoned Women Backpackers"
507,553583468,7,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)"
507,898153778,5,Friendly Foods (Gourmet Vegetarian Cuisine)
507,689710887,10,Greenwitch
507,20427859,9,"Over Sea, Under Stone"
507,60558865,8,Ella Enchanted (rack)
507,425115844,7,The Crying Child
507,821772953,8,The Morning After
507,767912918,7,Passing for Thin : Losing Half My Weight and Finding My Self
507,375815147,9,Colman
507,34546074,8,The Clinic
507,743444523,8,"Sweet Dreams, Irene : An Irene Kelly Novel"
507,553575538,7,Stealing Shadows (Shadows Trilogy (Paperback))
507,312986769,9,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery)
507,312312628,9,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery
507,689711522,10,Silver on the Tree
507,553571842,7,After Caroline
507,743260244,10,Against All Enemies: Inside America's War on Terror
507,140230165,7,The Te of Piglet
507,689710895,10,The Grey King
507,345369068,8,"If Ever I Return, Pretty Peggy-O"
507,553576801,7,The Perfect Husband
507,812533534,10,Seventh Son (Tales of Alvin Maker (Paperback))
507,1557734909,7,Bite of Death
507,553580523,7,Evil Breeding: A Dog Lover's Mystery (Dog Lover's Mystery)
507,590021117,7,Little House On the Prairie
507,142001740,10,The Secret Life of Bees
507,689710879,10,The Dark Is Rising
507,55357695,7,Out of the Shadows (Shadows Trilogy (Paperback))
507,679893105,9,"The Golden Compass (His Dark Materials, Book 1)"
507,553297341,7,Gone to the Dogs (Dog Lover's Mysteries)
507,451184718,9,The Rosewood Casket
507,553583441,7,Touching Evil
507,553294849,7,Ruffly Speaking: A Dog Lover's Mystery (Dog Lover's Mysteries)
507,1557733856,7,A New Leash on Death
508,440122090,7,Echoes
508,385335679,6,Kissing in Manhattan
512,671525832,5,Someone to Watch Over Me : A Novel
513,553279572,9,The Toynbee Convector
523,60930187,8,The Bell Jar : A Novel (Perennial Classics)
530,516076272,10,A polar bear called Pingo
537,679450432,7,Dark Lady
538,821775863,8,The Future Scrolls
542,670855758,8,Tarot Says Beware (A Herculeah Jones Mystery)
558,446364193,8,Along Came a Spider (Alex Cross Novels)
565,61042943,8,Final Appeal
566,399144463,2,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
566,743444167,6,New Cardiff
566,618231617,8,Almost: A Novel
566,385314019,6,Women on the Case
566,312206763,6,Stately Pursuits
567,140185216,10,On the Road (Penguin 20th Century Classics)
567,486272745,10,The Prince (Dover Thrift Editions)
567,684717255,9,I And Thou
567,787955671,8,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders
567,425174484,8,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic"
585,8807120194,7,"Sarajevo, maybe (Anni Novanta/Feltrinelli)"
592,62507249,7,Becoming a Man : Half a Life Story
595,446672211,10,Where the Heart Is (Oprah's Book Club (Paperback))
595,60083298,9,The Dominant Blonde
595,1576737357,7,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl)
595,807070718,8,Rena's Promise: A Story of Sisters in Auschwitz
595,140293248,9,The Girls' Guide to Hunting and Fishing
595,446610399,9,The Rescue
596,345305477,10,Easy Travel to Other Planets
596,743213831,8,America the Beautiful: A Novel
619,193156146,9,The Time Traveler's Wife
619,15600710,8,Strange Fits of Passion: A Novel
619,193156146,9,The Time Traveler's Wife
619,316735027,6,The True and Outstanding Adventures of the Hunt Sisters: A Novel
619,62517856,7,The Monk Downstairs: A Novel
620,140021566,6,The Mystic Masseur
620,449245691,7,The Book of Lights
625,2266084372,8,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re
625,2266033689,9,Le Diable Au Corps
625,2266029460,10,Voyage d'une parisienne Ã?Â  Lhassa
625,2253007102,10,Les Fleurs Du Mal
625,2070334368,7,La Guerre Des Boutons
625,2070417743,9,Chroniques martiennes
625,2070384349,10,La Faute de l'abbÃ?Â© Mouret
625,2253004022,9,Regain
625,207053880,10,L'Homme Qui Plantait Des Arbres
626,3492207006,10,Die Entdeckung der Langsamkeit.
626,3423202033,7,Der Blaumilchkanal.
628,3596144434,4,Der gemietete Mann.
628,3442724686,5,Der Gott der kleinen Dinge.
638,385504209,10,The Da Vinci Code
638,385500769,10,A Map of the World
638,151000719,10,Last Watch Of The Night: Essays Too Personal and Otherwise
638,140128107,10,The Courage of Their Convictions: Sixteen Americans Who Fought Their Way to the Supreme Court
638,609605925,8,Angel Falls
638,679746048,7,"Girl, Interrupted"
638,316666343,10,The Lovely Bones: A Novel
638,679410430,10,Lolita (Everyman's Library (Cloth))
638,1558747028,10,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul)
638,394574745,8,"All the Pretty Horses (Border Trilogy, Vol 1)"
638,743230051,9,He Sees You When You're Sleeping : A Novel
638,446527793,10,The Guardian
638,316969443,10,Suzanne's Diary for Nicholas
638,316789089,10,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))
638,446523569,10,Message in a Bottle
638,385505833,10,Skipping Christmas
638,60164662,10,"28 Barbary Lane : A \Tales of the City\"" Omnibus"""
638,385420161,9,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies"
638,316779490,9,Naked
638,679419624,10,The Palace Thief
638,345339711,10,"The Two Towers (The Lord of the Rings, Part 2)"
638,316693200,9,2nd Chance
638,671042556,9,Blackbird: A Childhood Lost and Found
638,688180639,9,Vinegar Hill (Oprah's Book Club (Hardcover))
638,60191929,9,The Saving Graces : A Novel
638,609606727,8,Julie and Romeo
638,316779423,10,Barrel Fever : Stories and Essays (Barrel Fever)
638,679442790,10,The Reader
638,525943862,8,Cheaters
638,151001006,10,Snow Falling on Cedars
638,1570717257,9,Man and Boy
638,399148582,9,You Cannot Be Serious
638,679732241,9,The Sound and the Fury (Vintage International)
638,380978539,8,"Dear Stranger, Dearest Friend"
638,425184129,9,Big Trouble
638,375400699,10,Love in the Time of Cholera (Everyman's Library (Cloth))
638,67972768,10,The Joy Luck Club (Vintage Contemporaries)
638,316693006,10,Four Blind Mice
638,1558747346,8,"Teen Love:  On Relationships, A Book for Teenagers"
638,679603352,10,The Cider House Rules: A Novel (Modern Library)
638,316776963,10,Me Talk Pretty One Day
638,316603287,9,The Lake House
638,446525502,9,The Rescue
638,684874318,10,Flesh And Blood
638,670892963,7,Bridget Jones : The Edge of Reason
638,743406176,10,If Only It Were True
638,842336214,7,The Promise Remains
638,446525537,9,A Walk to Remember
638,140107649,10,Blue Heaven (Contemporary American Fiction S.)
638,446531332,10,Nights in Rodanthe
638,52594463,9,All of Me: A Voluptuous Tale
638,345428900,8,Out of the Blue
638,316769487,10,The Catcher in the Rye
638,385470819,9,A Time to Kill
639,451176812,7,Voice of the Eagle
640,446602086,5,The Proud and the Free
640,718144538,8,Shattered Uk
640,394551427,8,Shoah
641,64407667,5,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
643,1854795554,9,The World's Stupidest Signs
643,1841952931,8,Glasgow Zen
643,185479549,8,The World's Stupidest Laws
643,1858813093,7,Nessie: The Loch Ness Monster
643,1853260002,2,Pride &amp; Prejudice (Wordsworth Classics)
